code,name,status,codeforiati:organisation-type-code,codeforiati:hq-country-or-region,codeforiati:organisation-type,codeforiati:registry-identifier
ZW-ROD-MA0000405/2015,Young Africa International HUB,active,21,Zimbabwe,International NGO,yai-hub
XM-DAC-47021,Centre international de la pomme de terre (CIP),active,40,Peru,Multilateral,cip
ET-CSA-3994,Triggerise Éthiopie,active,21,Ethiopia,International NGO,trig
BD-NAB-0210,ActionAid Bangladesh,active,21,Bangladesh,International NGO,aab
US-EIN-45-2779314,Shift Project Ltd.,active,21,United States,International NGO,shiftproject
KE-KRA-P051155108P,Commission nationale kényane des droits de l’homme,active,10,Kenya,Government,knchr
GB-CHC-290767,World Jewish Relief,active,21,United Kingdom,International NGO,wjr_001
ET-CSA-0062,DKT Ethiopia,active,21,Ethiopia,International NGO,dkt_ethiopia
NL-KVK-40407706,Unie van Waterschappen,active,15,Netherlands,Other Public Sector,uvw
GB-COH-03147724,Mercy Ships UK Limited,active,21,United Kingdom,International NGO,msuk
US-EIN-94-3045180,Rainforest Action Network,active,21,United States,International NGO,ran
XI-GRID-grid.9783.5,Université de Kinshasa,active,80,Congo (Democratic Republic of the),"Academic, Training and Research",dspd_unikin
GB-CHC-1106156,kidasha,active,21,United Kingdom,International NGO,kidasha
DE-CR-RA000209-VR1207,Vision du Monde Allemagne,active,21,Germany,International NGO,wv_de
ET-CSA-0784,Vision du Monde Éthiopie,active,21,Ethiopia,International NGO,wv_et_activities
IT-CF-00677540288,Médecins avec l’Afrique CUAMM,active,21,Italy,International NGO,cuamm
AT-UID-U74408937,Ground Truth Solutions,active,21,Austria,International NGO,ground-truth-solutions
XI-BRIDGE-3665722432,Forum africain d’administration fiscale (ATAF),active,21,South Africa,International NGO,ataf
GB-CHC-1123241,Peace Direct,active,21,(No country assigned),International NGO,peacedirect
XI-GRID-grid.8193.3,Université de Dar es Salam,active,80,"Tanzania, United Republic of","Academic, Training and Research",udsm-cbs
XM-DAC-30009,Small Arms Survey,active,80,Switzerland,"Academic, Training and Research",sas_sana
ET-CSA-0475,Family Guidance Association of Ethiopia,active,22,Ethiopia,National NGO,fgae_ethiopia
XM-DAC-576,Émirats arabes unis – Ministère des Affaires étrangères et de la Coopération internationale,active,10,United Arab Emirates,Government,mofaic_uae
KE-NCB-2180511304359047,Population Services Kenya,active,22,Kenya,National NGO,pskenya_19
KE-NCB-2180511403539790,Faith to Action Network,active,21,Kenya,International NGO,f2a
UG-NGO-3329,Institut d’Auschwitz pour la prévention du génocide et des atrocités de masse,active,80,Uganda,"Academic, Training and Research",aipr
KE-NCB-218051200501953650,Healthright International-Kenya,active,22,Kenya,National NGO,hri
CN-SAIC-9111010506489375XP,Carbon Trust (Beijing) Consulting Limited,active,70,China,Private Sector,ctbeijing
GB-COH-OC364842,,active,70,United Kingdom,Private Sector,mcs_new
LB-MOI-6491,Restart Center,active,22,Lebanon,National NGO,restartcenter
GB-CHC-297716,Business in the Community,active,21,United Kingdom,International NGO,bitc
GB-CHC-1141552,Balloon Ventures Foundation,active,21,United Kingdom,International NGO,bvf
ZA-CIP-2007-0308903-08,African Parks,active,21,South Africa,International NGO,african_parks
GB-COH-06581421,Institut pour le Dialogue Stratégique (IDS),active,80,United Kingdom,"Academic, Training and Research",isdglobal
ML-NIF-055000335T,Near East Foundation Mali,active,21,Mali,International NGO,nef_mali
NL-KVK-41186799,Women Engage for a Common Future (WECF),active,21,Netherlands,International NGO,wecf
US-EIN-52-5170039,International Crisis Group,active,21,Belgium,International NGO,crisisgroup
FR-RCS-49962201700014,Bibliothèques Sans Frontières,active,21,France,International NGO,bsf1
SE-ON-802425-8702,Institut international de l’eau de Stockholm,active,21,Sweden,International NGO,siwi
GH-RGD-CG077262013,Nature and Development Foundation (Fondation pour la Nature et le Développement),active,22,Ghana,National NGO,ndf_fgm
BD-NAB-2004,"Centre for Injury Prevention and Research, Bangladesh",active,22,Bangladesh,National NGO,ciprb
XI-IATI-RUF,,active,60,Netherlands,Foundation,ruf
XM-DAC-40-3,,active,10,Greece,Government,greece_mfa
XI-BRIDGE-1812689272,École de Santé publique Mailman de l’Université Columbia,active,80,United States,"Academic, Training and Research",mailman_school_of_public_health
US-EIN-04-2103547,Université de Boston,active,80,United States,"Academic, Training and Research",bu-carbx-admin
LB-MOI-110,Fondation René Moawad,active,22,Lebanon,National NGO,rmf-lb
GB-CHC-1173827,Accountable Now,active,21,United Kingdom,International NGO,accountablenow
NL-KVK-30157019,Larive International,active,70,Netherlands,Private Sector,larive
NG-CAC-57289,Environmental Centre for Oil Spills and Gas Flaring (NACGOND),active,22,Nigeria,National NGO,nacgond-
US-GOV-13-ADF,,active,10,United States,Government,usadf
FR-RCS-519655997,Handicap International,active,21,France,International NGO,hi_fed
US-EIN-82-3941326,Luminate Foundation Inc.,active,60,United States,Foundation,luminate
US-EIN-98-0513530,Alliance pour une révolution verte en Afrique,active,21,United States,International NGO,agra
GB-COH-08567792,Behavioural Insights Team,active,70,United Kingdom,Private Sector,bit
NP-SWC-24,Nepal Netra Jyoti Sangh,active,22,Nepal,National NGO,nnjs_nepal
KE-KRA-P051161193S,Trust for Indigenous Culture and Health,active,21,Kenya,International NGO,ticah
CO-RUE-830140714-1,Brujula Comunicaciones Estrategicas SAS,active,70,Colombia,Private Sector,brujula
XI-GRID-grid.11194.3c,École de santé publique de l’université Makerere,active,80,Uganda,"Academic, Training and Research",maksph
UG-NGB-12317,Reach A Hand Uganda,active,22,Uganda,National NGO,rahuug
GB-COH-08567552,UN Global Compact Local Network UK (Pacte mondial des Nations Unies – réseau local au Royaume-Uni),active,40,United Kingdom,Multilateral,ungc-uk
NL-KVK-815165924,STC International,active,80,Netherlands,"Academic, Training and Research",stc-international
NP-SWC-17775,"The Leprosy Mission, Népal",active,22,Nepal,National NGO,tlmnepal
LB-MOI-25465,Fiftyfifty,active,22,Lebanon,National NGO,fiftyfifty-lb
GB-CHC-1172875,Play Action International,active,21,United Kingdom,International NGO,eap
XM-DAC-41130,Office de secours et de travaux des Nations Unies pour les réfugiés de Palestine dans le Proche-Orient (UNRWA),active,40,(No country assigned),Multilateral,unrwa
BD-NAB-0918,Centre for Policy Dialogue,active,22,Bangladesh,National NGO,cpd
KE-KRA-P000634725S,Réseau de développement et de communication des femmes africaines (FEMNET),active,23,Kenya,Regional NGO,femnet
UG-NGO-2292,,active,21,Uganda,International NGO,wipc
US-EIN-37-1552838,GSMA Foundation,active,60,United States,Foundation,gsma_foundation
CH-FDJP-CHE296622304,Initiative mondiale contre la criminalité transnationale organisée,active,15,Switzerland,Other Public Sector,gi-toc
BE-BCE_KBO-0434417468,Codéart,active,22,Belgium,National NGO,codeart
LB-MOI-1-100,Al Majmoua,active,22,Lebanon,National NGO,al_majmoua
XI-IATI-ESFD,Economic and Social Fund for Development (Fonds de développement économique et social),active,10,Lebanon,Government,esfd
XI-IATI-DKTDRC,,active,22,Congo (Democratic Republic of the),National NGO,dkt_drc
JO-CCD-200104681,Leaders of Tomorrow,active,70,Jordan,Private Sector,sqf
AE-HFZA-1526,Altai Consulting,active,70,United Arab Emirates,Private Sector,altai
CA-CRA_ACR-811793611,Grands Défis Canada,active,22,Canada,National NGO,hgc
NP-CRO-83836,,withdrawn,15,(No country assigned),Other Public Sector,7272
YE-MSAL-473-2001,Family Counseling and Development Foundation,active,22,Yemen,National NGO,fcdf
ET-CSA-1327,,active,22,Ethiopia,National NGO,jfa-pfe
CH-FDJP-CHE331930936,Partenariat mondial sur la recherche-développement en matière d’antibiotiques (GARDP),active,30,Switzerland,Public Private Partnership,gardp
US-EIN-47-5049026,Alliance internationale des jeunes pour la planification familiale,active,21,United States,International NGO,iyafp
UG-NGB-1277,Forum for Women in Democracy,active,22,Uganda,National NGO,fowode
RW-RGB-114-RGB-RGO-2013,The Legal Aid Forum,active,22,Rwanda,National NGO,laf
AE-ADCD-64747,,withdrawn,21,(No country assigned),International NGO,72728
NL-KVK-30114696,Palladium Europe,active,70,Netherlands,Private Sector,palladium_eur
NL-KVK-50744984,BoP Innovation Center,active,60,Netherlands,Foundation,bopinc
CO-RUE-900619925-0,,active,70,Colombia,Private Sector,awaketravel
YE-MSAL-18-2013,Mwatana for Human Rights,active,22,Yemen,National NGO,mwatana
GB-CHC-1122330,CDP Worldwide,active,21,United Kingdom,International NGO,cdp
GB-COH-RC000541,,active,80,United Kingdom,"Academic, Training and Research",soas
NL-KVK-41169658,Fern,active,21,Netherlands,International NGO,stichtingfern
GB-CHC-1154413,,active,21,(No country assigned),International NGO,cbi
FI-PRO-0998454-4,Finn Church Aid (Kirkon Ulkomaanapu sr),active,21,Finland,International NGO,fca
GB-COH-06069322,Development Media International,active,21,United Kingdom,International NGO,dmi_admin
US-EIN-47-3511012,"Association SDSN, Inc.",active,21,United States,International NGO,sdsna
BE-BCEKB0-0537407021,,active,22,Belgium,National NGO,wapa
XI-GRID-grid.7247.6,Université des Andes (Colombie),active,80,Colombia,"Academic, Training and Research",uand_2020
NL-KVK-74064800,Programming Their Future,active,80,Netherlands,"Academic, Training and Research",p-t-f-
US-EIN-13-1740011,Wildlife Conservation Society (Société pour la conservation de la vie sauvage),active,21,United States,International NGO,wcs
NL-KVK-27186453,Netherlands Water Partnership,active,60,Netherlands,Foundation,nwp
GB-COH-02962250,Forum des gouvernements locaux du Commonwealth,active,21,United Kingdom,International NGO,clgf_data
NL-KVK-64460789,Coöperatief Climate Fund Managers U.A.,active,70,Netherlands,Private Sector,cfm
CH-FDJP-CHE251665168,Earthworm Foundation,active,21,Switzerland,International NGO,ewf
GB-CHC-1082139,Fondation Thomson Reuters,active,60,United Kingdom,Foundation,trf
GB-LAE-LND,Corporation de la Cité de Londres,active,15,United Kingdom,Other Public Sector,col-greenfinance
GB-CHC-1160263,WasteAid UK,active,21,United Kingdom,International NGO,wasteaid
GB-COH-RC000660,Université de Liverpool,active,80,United Kingdom,"Academic, Training and Research",uol
MU-CR-C134274,Shortlist Professionals Limited,active,70,Mauritius,Private Sector,shortlistogti
GB-CHC-1187935,International Campaign for Women's Right to Safe Abortion,active,22,United Kingdom,National NGO,icwrsa
GB-CHC-208223,Royal Institute of International Affairs (Institut Royal des Relations Internationales à Londres),active,80,United Kingdom,"Academic, Training and Research",riia
DE-CR-RA000220-VR9971,Center for Applied Research in Partnership with the Orient (CARPO),active,21,Germany,International NGO,carpo
GB-CHC-1150964,inHive,active,21,United Kingdom,International NGO,inhive
BE-BCE-KBO-0461977940,,active,22,Belgium,National NGO,fdhommes
GB-COH-11116719,,active,70,United Kingdom,Private Sector,brink_innovation
GB-CHC-1079752,RedR Royaume-Uni,active,21,United Kingdom,International NGO,redruk
XI-IATI-WBTF,Fonds fiduciaires de la Banque mondiale,active,40,United States,Multilateral,wbtf
GB-COH-11373728,Cowater UK Limited,active,70,United Kingdom,Private Sector,cowateruk
ZA-CIP-M2005001486,Sexual Reproductive Health and Rights Africa Trust,active,23,South Africa,Regional NGO,srhr_africa_trust
US-EIN-61-1725201,"Field Ready, États-Unis",active,21,United States,International NGO,field_ready
GB-UKPRN-10007141,Université du Central Lancashire,active,80,United Kingdom,"Academic, Training and Research",uclan
ML-NIF-084106436R,Conseil et Appui pour l’Éducation à la Base Mali,active,22,Mali,National NGO,caeb_mali
XM-OCHA-7482,Vision du monde République centrafricaine,active,21,Central African Republic,International NGO,wv_cf
GB-COH-07840888,MedicineAfrica Ltd.,active,80,United Kingdom,"Academic, Training and Research",medafrica
CA_ON-ONT-1597880,CANADEM,active,21,Canada,International NGO,canadem
ET-CSA-1351,Ethiopian Public Health Association,active,15,Ethiopia,Other Public Sector,epha
NL-KVK-68758766,CAPABUILD,active,21,Netherlands,International NGO,capabui
NL-KVK-72908114,The AGRI3 Fund,active,30,Netherlands,Public Private Partnership,agri3_fund
NL-KVK-729081140000,The AGRI3 Fund,withdrawn,30,Netherlands,Public Private Partnership,
YE-MSAL-49-M-2019,Centre d’études stratégiques Sana'a,active,22,Yemen,National NGO,scss
XI-IATI-BBDN,Bangladesh Business and Disability Network (Réseau des entreprises et d’organisation de personnes handicapées du Bangladesh),active,22,Bangladesh,National NGO,bbdn
GB-UKPRN-10007164,"Université de l’Ouest de l’Angleterre, Bristol",active,80,United Kingdom,"Academic, Training and Research",uwe
MX-RFC-ICM160118IZ1,Iniciativa Climatica de Mexico,active,22,Mexico,National NGO,icm_mx
XM-DAC-7-PPR-4000002938,Partenariat mondial de l’eau,active,21,Sweden,International NGO,gwp
JO-CCD-200006694,"Entiqal for Training ""Partners for Good""",active,22,Jordan,National NGO,pfg
XI-IATI-WVDRC,Vision du monde République démocratique du Congo,active,21,Congo (Democratic Republic of the),International NGO,wv_cd
ID-KHH-5018112631240040,NLR Indonesia,active,22,Indonesia,National NGO,nlr_indonesia
GB-CHC-1076722,TRAFFIC International,active,80,United Kingdom,"Academic, Training and Research",traffic
US-EIN-81-2339233,Youth Development Labs Inc,active,21,United States,International NGO,ylabs
AM-SRALE-222.160.00823,Eurasia Partnership Foundation,active,60,Armenia,Foundation,epf
US-EIN-83-3580499,,active,21,United States,International NGO,orraa_inc
GB-CHC-1177110,Elrha,active,21,United Kingdom,International NGO,elrha
GB-CHC-206504,International Institute for Strategic Studies (Institut international d’études stratégiques),active,80,United Kingdom,"Academic, Training and Research",iiss
XI-GRID-grid.8652.9,,active,80,Ghana,"Academic, Training and Research",ugorid
NL-KVK-30114598,Rabo Partnerships,active,70,Netherlands,Private Sector,rabo_partnerships
IE-CHY-20041069,Ethiopiaid Irlande,active,21,Ireland,International NGO,ethiopiaidireland
GB-GOV-1,"Royaume-Uni – Ministère des Affaires étrangères, du Commonwealth et du Développement",active,10,United Kingdom,Government,fcdo
XM-OCHA-HPC9829,IMPACT Initiatives,active,21,Switzerland,International NGO,impact_initiatives
US-EIN-82-0644678,Synergía – Initiatives for Human Rights,active,21,United States,International NGO,synergiaihr
GB-COH-11594545,McKinsey Development Partners,active,70,United Kingdom,Private Sector,mdp
XI-GRID-grid.7836.a,Université du Cap,active,80,South Africa,"Academic, Training and Research",uct
XI-IATI-KHF,Fondation du Roi Hussein,active,22,Jordan,National NGO,khf
GB-COH-04465125,"Imperial College of Science, Technology and Medicine (Collège impérial des sciences, de la technologie et de la médecine)",active,80,United Kingdom,"Academic, Training and Research",imperial
GB-CHC-1158838,The Freedom Fund,active,21,United Kingdom,International NGO,tff
CA-CRA_ACR-119075091,Oxfam-Québec,active,21,Canada,International NGO,oqc
GB-CHC-1175658,The global steering group for impact investment,active,21,United Kingdom,International NGO,gsg
ID-KHH-6014052331100057,Kemitraan Bagi Pembaruan Tata Pemerintahan,active,22,Indonesia,National NGO,kemitraan
MX-RFC-SLP1412039F3,Soluciones en Legislación y Política Ambiental AC,active,22,Mexico,National NGO,polea
GB-CHC-1166956,UK-Med,active,21,United Kingdom,International NGO,uk-med
JO-CCD-45293,Sowt podcasting and training L.L.C,active,70,Jordan,Private Sector,sowt
BD-NAB-2686,Bangladesh Youth Leadership Center (Centre du leadership de la jeunesse du Bangladesh),active,22,Bangladesh,National NGO,bylc
US-EIN-27-3166994,Global Impact Investing Network,active,22,United States,National NGO,giin
MX-RFC-IIN920701G55,IDOM INGENIERIA,active,70,Mexico,Private Sector,idom_mx
ID-DJP-312529852906000,Asia Justice and Rights (Justice et droits en Asie),active,23,Indonesia,Regional NGO,ajar
CH-FDJP-CHE105829963,Solidar Suisse,active,21,Switzerland,International NGO,solidarsuisse
GB-UKPRN-10007790,Université d’Édimbourg,active,80,United Kingdom,"Academic, Training and Research",uoe
KE-KRA-P051335339D,African Institute For Development Policy (Institut africain pour les politiques de développement),active,21,Kenya,International NGO,afidep
JO-CCD-200167994,,active,21,Jordan,International NGO,lifed_admin
NL-KVK-27363950,Sociaal-Economische Raad (Conseil économique et social),active,15,Netherlands,Other Public Sector,ser
KE-KRA-P051172537S,,active,15,Kenya,Other Public Sector,fsdk
GB-COH-10516061,Cobra Collective CIC,active,21,United Kingdom,International NGO,cobracollective
GB-GOR-OT1175,Agence de coopération étrangère de l’Irlande du Nord,active,15,United Kingdom,Other Public Sector,nico
AT-ZVR-315688676,,active,21,Austria,International NGO,lftw-int
XI-GRID-grid.473464.6,Water & Land Resource Center – Université d’Addis Abeba,active,80,Ethiopia,"Academic, Training and Research",wlrc_aau
NG-CAC-30547,Paradigme Initiative,active,21,Nigeria,International NGO,paradigm
JO-MSD-200159274,JoWomenomics,active,22,Jordan,National NGO,jowomenomics
NL-KVK-09108013,Advance Consulting,active,70,Netherlands,Private Sector,ac1999
XI-GRID-grid.11835.3e,Université de Sheffield,active,80,United Kingdom,"Academic, Training and Research",tuos
XM-DAC-47015,Groupe consultatif pour la recherche agricole internationale (CGIAR),active,80,France,"Academic, Training and Research",cgiar
UG-RSB-197310,Financial Sector Deepening Uganda,active,22,Uganda,National NGO,fsduganda
NL-KVK-41192276,Stichting Wilde Ganzen/ IKON,active,22,Netherlands,National NGO,nl_wg
ZM-PCR-12015013762,Prospero Limited,active,22,Zambia,National NGO,prospero
GB-COH-RC000679,Université d’York,active,80,United Kingdom,"Academic, Training and Research",uoy
ZA-NPO-081-788,,active,21,South Africa,International NGO,sustainable_livelihoods_foundation
XM-DAC-41149,Bureau de la coordination des activités de développement,active,15,United States,Other Public Sector,undco
GB-COH-02871809,Global Witness,active,21,United Kingdom,International NGO,globalwitness
GB-CHC-1175791,Global Anaesthesia Development Partnerships,active,80,United Kingdom,"Academic, Training and Research",gadp
US-EIN-042103594,Abdul Latif Jameel Poverty Action Lab à l’Institut de technologie du Massachusetts (MIT),active,80,United States,"Academic, Training and Research",jpal
MW-RG-1011251,Wala Ltd,active,70,Malawi,Private Sector,walaltd
US-EIN-83-1236759,,active,70,United States,Private Sector,neopenda
US-EIN-53-0235320,Kadaster International,active,21,United States,International NGO,pathfinder1
BI-NIF-4000742330,AUXFIN Burundi,active,70,Burundi,Private Sector,auxfinbi
MZ-MOJ100094525,Micaia Foundation,active,22,Mozambique,National NGO,micfound
MY-SSM-1172311D,Forever Sabah,active,22,Malaysia,National NGO,fs
UA-EDR-9795443,Centre pour la planification économique d’Ukraine,active,22,Ukraine,National NGO,ces-ua
FR-INSEE-31827645800037,"Association de solidarité internationale, Agriculteurs français et développement international (Afdi) France",active,15,France,Other Public Sector,afdi-fr
GB-CHC-1017336,Elton John AIDS Foundation (Fondation Elton John pour la lutte contre le sida),active,60,United Kingdom,Foundation,ejaf
CA_AB-ABT-203435797,Alinea International Ltd.,active,70,Canada,Private Sector,alineainternational_2020
GB-CHC-1188731,Sustainable Hospitality Alliance,active,21,United Kingdom,International NGO,sha
BR-CNPJ-14.563.354/0001-50,Instituto BVRio,active,21,Brazil,International NGO,bvrio
NL-KVK-861193660,OurLoop Stitchting,active,60,Netherlands,Foundation,loop
GB-CHC-1137523,The Proforest Initiative UK,active,80,United Kingdom,"Academic, Training and Research",pi-uk
US-EIN-13-1623838,EngenderHealth,active,21,United States,International NGO,ehorg
US-EIN-843236198,Corus International,active,21,United States,International NGO,corus
US-EIN-52-2135531,Forest Trends Association,active,21,United States,International NGO,forest-trends
GB-CHC-1074857,Conseil des Archevêques de l’Église d’Angleterre,active,80,United Kingdom,"Academic, Training and Research",coe-abc
GB-COH-02515034,Timber Trade Federation Ltd.,active,70,United Kingdom,Private Sector,ttf
US-EIN-38-2846307,Mercy-USA for Aid and Development,active,21,United States,International NGO,mercy-usa
US-EIN-13-4052259,Media Development Investment Fund (Fonds d’investissement pour le développement des médias),active,21,United States,International NGO,mdif
KE-RCO-PLC-MYSMV2,,active,70,Kenya,Private Sector,eabx
GB-NIC-073343,Fonds mondial pour les fondations communautaires,active,60,United Kingdom,Foundation,gfcf
GB-CHC-1123384,Foundation for Social Improvement,active,80,United Kingdom,"Academic, Training and Research",the_fsi
ES-NIF-G02766913,Fields Data,withdrawn,21,Spain,International NGO,fd-es
ES-NIF-G79408852,Médecins du Monde,active,21,Spain,International NGO,mdm_spain
BE-BCE_KBO-0464147473,Laïcité et Humanisme en Afrique Centrale (LHAC),active,22,Belgium,National NGO,lhac
KE-RCO-CPR-2010-28036,Open Capital Advisors,active,70,Kenya,Private Sector,oca
GB-COH-RC000652,,active,80,United Kingdom,"Academic, Training and Research",university_of_essex
GE-RS-406061513,,active,22,Georgia,National NGO,cpd_2021
US-EIN-30-0805768,,active,21,United States,International NGO,tffus
ZA-NPO-053-456,,active,22,South Africa,National NGO,cegaa
KE-NCB-OP-218-051-9994-1329,,active,22,Kenya,National NGO,creawkenya
NP-CRO-1158-065-066,Kathmandu Medical College Public Limited,active,80,Nepal,"Academic, Training and Research",kmc
ZA-CIT-9415005603,Université de Stellenbosch,active,80,South Africa,"Academic, Training and Research",su-impala
NG-CAC-37051,,active,22,Nigeria,National NGO,dsfn
GB-CHC-1173320,South West International Development Network,active,80,United Kingdom,"Academic, Training and Research",swidn
GB-HESA-10004113,Université de Loughborough,active,80,United Kingdom,"Academic, Training and Research",lboro
CA-CC-13474046,,active,22,Canada,National NGO,transparently_lebanese
CH-FDJP-106756410,,active,21,Switzerland,International NGO,world_ywca
CH-660-0294975-4,Association mondiale des jeunes femmes chrétiennes,withdrawn,21,Switzerland,International NGO,world_ywca
NP-IRD-301131441,,active,21,Nepal,International NGO,aain
SN-NINEA-004487121,,active,21,Senegal,International NGO,awa_sn
KE-NCB-218051981161116,Equality Now,active,21,Kenya,International NGO,e_n
UG-NGO-1317,,active,23,Uganda,Regional NGO,siharegional
GH-RGD-CG001532017,PPAG,active,22,Ghana,National NGO,ppag_123
NL-KVK-69759103,,active,70,Netherlands,Private Sector,laterite_bv
XM-OCHA-585,,active,40,Austria,Multilateral,icmpd
NL-KVK-27293917,The Hague Academy for Local Governance (Académie de La Haye pour la gouvernance locale),active,80,Netherlands,"Academic, Training and Research",tha
IT-CF-80017510225,,active,22,Italy,National NGO,sosvdb_italia
KE-NCB-218-051-9263-33,Association des jeunes femmes chrétiennes du Kenya,active,22,Kenya,National NGO,ywcakenya
SS-RRC-342,Association des jeunes femmes chrétiennes du Soudan (YWCA SS),active,22,South Sudan,National NGO,ywcass
NL-KVK-74983393,IDH Investment Management B.V.,active,70,Netherlands,Private Sector,idh_im
UG-RSB-229709,Mango Tree Property Management LTD,active,70,Uganda,Private Sector,mangotree
NL-KVK-41039028,"Stichting Leprazending Nederland – The Leprosy Mission, Pays-Bas",active,60,Netherlands,Foundation,leprazending-tlm-nl
XI-IATI-SPR,,active,23,Congo (Democratic Republic of the),Regional NGO,spr
SS-RRC-465,Assistance Mission for Africa,active,22,South Sudan,National NGO,ama-south-sudan
UG-NGO-3580,,active,21,Uganda,International NGO,amwa
JO-CCD-200178924,,active,21,Jordan,International NGO,ktk
ID-KHH-AHU-0013363.AH.01.04,,active,22,Indonesia,National NGO,pekka_21
NG-CAC-IT-NO96562,Olamma Cares Foundation,active,22,Nigeria,National NGO,olammacares
SS-RRC-405,Eve Organization for Women Development (Organisation Eve pour le développement des femmes),active,22,South Sudan,National NGO,eveowd
DE-CR-RA000220-HRB7745,Forschungsinstitut zur Zukunft der Arbeit GmbH (IZA),active,80,Germany,"Academic, Training and Research",iza
CA_ON-ONT-1783682,,active,21,Canada,International NGO,genderatwork
NL-KVK-74799525,Legal Action Worldwide,active,21,Netherlands,International NGO,law
ZA-NPO-189357,,active,22,South Africa,National NGO,sisonke
UG-204CBO-JJA02202000348,,active,23,Uganda,Regional NGO,jidu2021
GB-COH-RC000721,London Business School,active,80,United Kingdom,"Academic, Training and Research",lbs
IN-MHA-083930147,,withdrawn,80,India,"Academic, Training and Research",kemhrc
XI-GRID-grid.10347.31,,active,80,Malaysia,"Academic, Training and Research",rmc_um
XI-GRID-grid.11142.37,,active,80,Malaysia,"Academic, Training and Research",upm
PS-MOI-QR-1420-C,,active,22,"Palestine, State of",National NGO,ywca
EG-MOSS-3959350,,active,22,Egypt,National NGO,imc-2021
US-EIN-13-3615533,,active,80,United States,"Academic, Training and Research",educomm
BD-ROC-C-107131,Light Castle Partners,active,70,Bangladesh,Private Sector,lcp
US-EIN-522042014,GoodWeave International,active,21,United States,International NGO,goodweave_intl
TH-TIN-0993000190092,Coalition asiatique pour les droits au logement,active,23,Thailand,Regional NGO,achr
GB-COH-OC359103,,active,70,United Kingdom,Private Sector,bcg
JO-CCD-58307,,active,70,Jordan,Private Sector,7iberdotcom
KE-NCB-WDCBO542010192,Women Challenged to Challenge,active,22,Kenya,National NGO,wctc
UG-NGO-S59143785,,active,22,Uganda,National NGO,nuwodu
ET-CSA-1128,,active,22,Ethiopia,National NGO,ewla
et-CSA-0444,,active,22,Ethiopia,National NGO,ewdna2025
NL-KVK-83517626,,active,70,Netherlands,Private Sector,investinternational
NL-KVK-77583442,,active,10,Netherlands,Government,ti_nl
XM-OCHA-4438,,active,80,Bangladesh,"Academic, Training and Research",icddrb
GB-COH-10959095,,active,80,United Kingdom,"Academic, Training and Research",thefaradayinstitution
HK-CR-2288921,,active,70,Hong Kong,Private Sector,elevatelimited
NL-KVK-80547745,,active,60,Netherlands,Foundation,traide_foundation
MZ-NUIT-700089584,,active,22,Mozambique,National NGO,cesc
US-EIN-04-3309296,,active,22,United States,National NGO,pilpg
MY-SSM-1162174T,,active,21,Malaysia,International NGO,musawah
ZA-NPO-213-268,,active,22,South Africa,National NGO,sanpud
US-EIN-74-2244146,,active,21,United States,International NGO,rmi
GH-RGD-CG200980721,,active,21,Ghana,International NGO,isdao
IN-MHA-094421114,,active,80,India,"Academic, Training and Research",itforchange
XM-DAC-46012,,active,40,United States,Multilateral,idbinvest
TZ-NNCB-INGOR2000123,,active,21,"Tanzania, United Republic of",International NGO,apn
PA-PRP-5789,,active,60,Panama,Foundation,fundacionavina
BR-CNPJ-26990192000114,,active,21,Brazil,International NGO,wwfbr
UG-NGO-3690,,withdrawn,21,Uganda,International NGO,rv-ww2
GH-DSW-7992,,active,22,Ghana,National NGO,assn
XM-DAC-46025,,active,40,Saudi Arabia,Multilateral,isdb
ID-DJP-018321174017000,,active,21,Indonesia,International NGO,wwf_id
TN-RNE-1540791FPN000,,active,21,Tunisia,International NGO,wwfna
PH-SEC-CN200340507,,active,23,Philippines,Regional NGO,samdhana_institute
ZM-PCR-10102712014,,active,21,Zambia,International NGO,wwfzambia
KE-KRA-P051326872M,,active,22,Kenya,National NGO,sdi-k
ID-DJP-023047012526000,,active,22,Indonesia,National NGO,bwi
GB-CHC-1102909,,active,21,United Kingdom,International NGO,climate-group
BR-CNPJ-09294138-0001-15,,active,70,Brazil,Private Sector,agroicone
GH-DSW-1334,,active,23,Ghana,Regional NGO,wanep
NG-CAC-11660,,active,22,Nigeria,National NGO,crerd_ng
KE-NCB-OP2180511619410357,,active,22,Kenya,National NGO,wwf-kenya
PH-SEC-CN200324943,,active,23,Philippines,Regional NGO,ntfp-ep
CO-RUE-8300033586,,active,23,Colombia,Regional NGO,gaia
BF-MATD-2407,,active,22,Burkina Faso,National NGO,spong-burkina
GH-RGD-CG159432015,,active,22,Ghana,National NGO,gnbcc
LR-MFDPNGO-0961,,active,23,Liberia,Regional NGO,sdi
MY-SSM-199601006465,,active,21,Malaysia,International NGO,iwrawasiapacific
US-EIN-83-3732786,,active,21,United States,International NGO,agwa
IN-MHA-1070-99-2000,,active,22,India,National NGO,cividep
KE-NCB-218051200602584403,,active,22,Kenya,National NGO,ad
BJ-IFU-6201500233008,,active,22,Benin,National NGO,pascib_benin
ML-MAT-028-MAT-DNIC-DAG,,active,22,Mali,National NGO,seco-ong-mali
XI-GRID-grid4157124,,active,80,Pakistan,"Academic, Training and Research",iop-rmu
XM-DAC-46021,,active,40,Togo,Multilateral,boadiita
YE-MSAL-288-2013,,active,22,Yemen,National NGO,ywbod
SG-ACRA-201507403G,,active,23,Singapore,Regional NGO,growasia
